#Overview of data in ClinVar by gene, dated September 29, 2015
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number
CD63	967	3	3	-	-	155740
CD68	968	10	10	-	-	153634
CD69	969	11	11	-	-	107273
CD7	924	12	12	-	-	186820
CD70	970	5	5	-	-	602840
CD72	971	33	33	-	1	107272
CD74	972	5	5	-	-	142790
CD79A	973	11	11	2	2	112205
CD79B	974	9	9	2	2	147245
CD80	941	11	11	-	-	112203
CD81	975	15	15	1	1	186845
CD81-AS1	101927682	14	14	-	-	-
CD82	3732	10	10	-	-	600623
CD83	9308	10	10	-	-	604534
CD84	8832	4	4	-	-	604513
CD86	942	10	10	-	-	601020
CD8A	925	6	6	1	1	186910
CD8B	926	5	5	-	1	186730
CD9	928	16	16	-	1	143030
CD93	22918	6	6	-	-	120577
CD96	10225	9	9	2	2	606037
CD99	4267	109	109	-	-	313470
CD99	4267	109	109	-	-	450000
CD99L2	83692	98	98	-	-	300846
CDA	978	7	7	-	-	123920
CDADC1	81602	33	33	-	-	-
CDAN1	146059	15	15	7	10	607465
CDC123	8872	14	14	-	-	-
CDC14A	8556	5	5	-	-	603504
CDC14B	8555	20	20	-	-	603505
CDC16	8881	65	65	-	-	603461
CDC20	991	4	4	-	-	603618
CDC20B	166979	8	8	-	-	-
CDC23	8697	7	7	-	-	603462
CDC25A	993	2	2	-	-	116947
CDC25B	994	18	18	-	-	116949
CDC25C	995	7	7	-	-	157680
CDC26	246184	17	17	-	-	614533
CDC27	996	4	4	-	-	116946
CDC34	997	11	11	-	-	116948
CDC37	11140	6	6	-	-	605065
CDC37L1	55664	89	89	-	-	610346
CDC37L1-AS1	101929351	89	89	-	-	-
CDC40	51362	11	11	-	-	605585
CDC42	998	3	3	-	2	116952
CDC42BPA	8476	19	19	-	-	603412
CDC42BPB	9578	27	27	-	-	614062
CDC42EP1	11135	11	11	-	-	606084
CDC42EP3	10602	6	6	-	-	606133
CDC42EP4	23580	4	4	-	-	605468
CDC42EP5	148170	9	9	-	-	609171
CDC42SE1	56882	2	2	-	-	-
CDC42SE2	56990	6	6	-	1	-
CDC45	8318	168	168	-	-	603465
CDC5L	988	4	4	-	-	602868
CDC6	990	10	10	6	1	602627
CDC7	8317	2	2	-	-	603311
CDC73	79577	38	33	22	18	145000
CDC73	79577	38	33	22	18	607393
CDCA2	157313	43	43	-	-	-
CDCA3	83461	15	15	-	-	607749
CDCA4	55038	30	30	-	-	612270
CDCA7	83879	8	8	-	-	609937
CDCA7L	55536	20	20	-	1	609685
CDCA8	55143	2	2	-	-	609977
CDCP2	200008	6	6	-	-	612320
CDH1	999	503	428	484	44	192090
CDH10	1008	23	23	-	-	604555
CDH11	1009	9	9	-	-	600023
CDH12	1010	33	33	-	3	600562
CDH13	1012	42	42	-	8	601364
CDH15	1013	50	50	22	4	114019
CDH16	1014	15	15	-	-	603118
CDH17	1015	20	20	-	-	603017
CDH18	1016	37	37	-	1	603019
CDH19	28513	56	56	-	1	603016
CDH2	1000	16	16	-	-	114020
CDH20	28316	36	36	-	-	605807
CDH22	64405	3	3	-	-	609920
CDH23	64072	469	414	454	40	605516
CDH24	64403	10	10	-	-	-
CDH26	60437	7	7	-	-	-
CDH3	1001	23	23	10	5	114021
CDH4	1002	10	10	-	1	603006
CDH5	1003	14	14	-	-	601120
CDH6	1004	15	15	-	1	603007
CDH7	1005	47	47	-	-	605806
CDH8	1006	6	6	-	-	603008
CDH9	1007	22	22	-	-	609974
CDHR1	92211	29	29	13	6	609502
CDHR2	54825	24	24	-	-	-
CDHR3	222256	7	7	-	-	615610
CDHR4	389118	2	2	-	-	-
CDHR5	53841	9	9	-	-	606839
CDIP1	29965	10	10	-	1	610503
CDIPT	10423	116	116	-	-	605893
CDIPT-AS1	440356	116	116	-	-	-
CDK1	983	5	5	-	-	116940
CDK10	8558	24	24	-	-	603464
CDK11A	728642	80	80	-	1	116951
CDK11B	984	78	78	-	-	176873
CDK12	51755	23	23	-	-	615514
CDK13	8621	14	14	-	1	603309
CDK14	5218	10	10	-	-	610679
CDK15	65061	18	18	-	-	616147
CDK16	5127	83	83	5	1	311550
CDK17	5128	2	2	-	-	603440
CDK18	5129	3	3	-	-	169190
CDK19	23097	9	9	-	-	614720
CDK2	1017	2	2	-	-	116953
CDK20	23552	18	18	-	-	610076
CDK2AP1	8099	9	9	-	-	602198
CDK2AP2	10263	6	6	-	-	-
CDK3	1018	3	3	-	-	123828
CDK4	1019	45	39	39	2	123829
CDK5	1020	36	36	1	1	123831
CDK5R1	8851	1	1	-	1	603460
CDK5R2	8941	9	9	-	-	603764
CDK5RAP1	51654	4	4	-	-	608200
CDK5RAP2	55755	101	92	81	14	608201
CDK5RAP3	80279	5	5	-	-	608202
CDK6	1021	5	5	1	2	603368
CDK7	1022	4	4	-	-	601955
CDK8	1024	15	15	-	-	603184
CDK9	1025	17	17	-	-	603251
CDKAL1	54901	6	6	2	-	611259
CDKL1	8814	4	4	-	-	603441
CDKL2	8999	8	8	-	-	603442
CDKL3	51265	7	7	-	-	608459
CDKL4	344387	10	10	-	-	-
CDKL5	6792	598	509	362	202	300203
CDKN1A	1026	2	2	1	-	116899
CDKN1B	1027	21	21	6	6	600778
CDKN1C	1028	42	42	17	22	600856
CDKN2A	1029	165	133	116	24	600160
CDKN2A-AS1	51198	41	41	-	-	-
CDKN2AIP	55602	55	55	-	-	615914
CDKN2AIPNL	91368	7	7	-	-	-
CDKN2B	1030	42	42	-	-	600431
CDKN2B-AS1	100048912	42	42	-	1	613149
CDKN2C	1031	3	3	-	-	603369
CDKN2D	1032	6	6	-	-	600927
CDKN3	1033	5	5	-	-	123832
CDNF	441549	10	10	-	-	611233
CDO1	1036	12	12	-	-	603943
CDON	50937	39	39	8	7	608707
CDPF1	150383	36	36	-	-	-
CDR1	1038	96	96	-	1	302650
CDR2	1039	36	36	-	-	117340
CDR2L	30850	4	4	-	-	-
CDRT1	374286	23	23	-	12	604596
CDRT15	146822	25	25	-	-	-
CDRT15L2	256223	14	14	-	-	-
CDRT4	284040	31	31	-	-	-
CDRT7	94150	25	25	-	-	-
CDRT8	94151	26	26	-	-	-
CDS1	1040	14	14	-	-	603548
CDS2	8760	18	18	-	-	603549
CDSN	1041	7	7	6	6	602593
CDT1	81620	55	55	30	6	605525
CDV3	55573	9	9	-	-	-
CDX1	1044	4	4	-	-	600746
CDX2	1045	16	16	-	-	600297
CDX4	1046	62	62	-	-	300025
CDY1	9085	38	38	-	-	400016
CDY1B	253175	43	43	-	-	-
CDY2A	9426	47	47	-	-	400018
CDY2B	203611	47	47	-	-	-
CDYL	9425	30	30	-	1	603778
CDYL2	124359	20	20	-	1	-
CEACAM1	634	3	3	-	-	109770
CEACAM16	388551	2	2	2	1	614591
CEACAM18	729767	7	7	-	-	-
CEACAM20	125931	1	1	-	-	-
CEACAM21	90273	2	2	-	-	-
CEACAM3	1084	2	2	-	-	609142
CEACAM4	1089	2	2	-	-	-
CEACAM5	1048	2	2	-	-	114890
CEACAM6	4680	2	2	-	-	163980
CEACAM7	1087	2	2	-	-	-
CEACAM8	1088	3	3	-	-	615747
CEBPA	1050	22	22	7	12	116897
CEBPA-AS1	80054	6	6	-	-	-
CEBPB	1051	6	6	-	-	189965
CEBPB-AS1	101927559	5	5	-	-	-
CEBPD	1052	19	19	-	-	116898
CEBPE	1053	12	12	2	2	600749
CEBPG	1054	6	6	-	-	138972
CEBPZ	10153	7	7	-	-	612828
CEBPZOS	100505876	6	6	-	-	-
CECR1	51816	37	37	11	11	607575
CECR2	27443	26	26	-	-	607576
CECR3	27442	26	26	-	-	-
CECR5	27440	27	27	-	-	-
CECR5-AS1	100130717	26	26	-	-	-
CECR6	27439	27	27	-	-	-
CECR7	100130418	27	27	-	-	-
CEL	1056	33	33	12	3	114840
CELA1	1990	3	3	-	-	130120
CELA2A	63036	21	21	-	-	609443
CELA2B	51032	20	20	-	-	609444
CELA3A	10136	4	4	-	-	-
CELA3B	23436	4	4	-	-	-
CELF1	10658	5	5	-	-	601074
CELF2	10659	16	16	-	-	602538
CELF2-AS1	414196	16	16	-	-	-
CELF2-AS2	439950	16	16	-	-	-
CELF3	11189	1	1	-	-	612678
CELF4	56853	27	27	-	1	612679
CELF5	60680	12	12	-	-	612680
CELF6	60677	6	6	-	-	612681
CELSR1	9620	43	43	3	2	604523
CELSR2	1952	7	7	-	-	604265
CELSR3	1951	3	3	2	-	604264
CELSR3-AS1	102724368	1	1	-	-	-
CEMIP	57214	4	4	-	-	608366
CEMP1	752014	13	13	-	-	611113
CEND1	51286	10	10	-	-	608213
CENPA	1058	9	9	-	-	117139
CENPB	1059	18	18	-	-	117140
CENPBD1	92806	25	25	-	-	-
CENPC	1060	4	4	-	-	117141
CENPE	1062	4	4	2	2	117143
CENPF	1063	11	11	3	3	600236
CENPH	64946	4	4	-	-	605607
CENPI	2491	81	81	-	-	300065
CENPJ	55835	88	79	65	8	609279
CENPK	64105	6	6	-	-	611502
CENPL	91687	11	11	-	-	611503
CENPM	79019	9	9	-	-	610152
CENPN	55839	24	24	-	-	611509
CENPO	79172	10	10	-	-	611504
CENPP	401541	20	19	-	1	611505
CENPQ	55166	2	2	-	-	611506
CENPT	80152	12	12	-	-	611510
CENPU	79682	60	60	-	-	611511
CENPV	201161	17	17	-	-	608139
CENPW	387103	6	6	-	-	611264
CEP104	9731	53	53	-	-	-
CEP112	201134	6	6	-	-	-
CEP120	153241	12	12	1	1	613446
CEP128	145508	15	14	-	1	-
CEP131	22994	9	9	-	-	613479
CEP135	9662	22	21	15	1	611423
CEP152	22995	89	79	83	12	613529
CEP162	22832	10	10	-	-	610201
CEP164	22897	19	19	8	6	614848
CEP170	9859	51	51	-	1	613023
CEP170B	283638	31	31	-	-	-
CEP19	84984	51	51	1	1	615586
CEP192	55125	37	37	-	2	616426
CEP250	11190	8	8	-	-	609689
CEP290	80184	142	127	102	38	610142
CEP295NL	100653515	7	7	-	1	-
CEP350	9857	11	11	-	1	-
CEP41	95681	20	20	9	7	610523
CEP44	80817	36	36	-	-	-
CEP55	55165	4	4	-	-	610000
CEP57	9702	9	9	4	4	607951
CEP57L1	285753	9	9	-	-	-
CEP63	80254	19	19	8	1	614724
CEP68	23177	5	5	-	-	-
CEP70	80321	18	18	-	-	614310
CEP72	55722	77	77	-	-	616475
CEP76	79959	38	38	-	-	-
CEP78	84131	18	18	-	-	-
CEP83	51134	11	11	7	7	615847
CEP83-AS1	144486	3	3	-	-	-
CEP85	64793	1	1	-	-	-
CEP85L	387119	38	29	-	4	-
CEP89	84902	6	6	-	-	615470
CEP95	90799	5	5	-	-	-
CEP97	79598	7	7	-	-	615864
CEPT1	10390	4	4	-	-	-
CER1	9350	51	51	-	-	603777
CERCAM	51148	20	20	-	-	-
CERK	64781	40	40	-	1	610307
CERKL	375298	31	31	18	5	608381
CERS1	10715	17	15	1	4	606919
CERS2	29956	1	1	-	-	606920
CERS3	204219	47	47	2	2	615276
CERS3-AS1	102723320	39	39	-	-	-
CERS4	79603	4	4	-	-	615334
CERS5	91012	3	3	-	-	615335
CERS6	253782	7	7	-	-	615336
CERS6-AS1	100861402	6	6	-	-	-
CES1	1066	5	5	2	2	114835
CES2	8824	16	16	-	-	605278
CES3	23491	18	18	-	-	605279
CES4A	283848	18	18	-	-	-
CES5A	221223	3	3	-	-	-
CETN1	1068	67	67	-	-	603187
CETN2	1069	102	102	-	-	300006
CETN3	1070	15	15	-	-	602907
CETP	1071	9	9	5	3	118470
CFAP126	257177	4	4	-	-	616119
CFAP20	29105	5	5	-	-	-
CFAP221	200373	3	3	-	-	-
CFAP36	112942	5	5	-	-	-
CFAP43	80217	7	7	-	-	-
CFAP44	55779	14	14	-	-	-
CFAP44-AS1	100874029	14	14	-	-	-
CFAP45	25790	4	4	-	-	605152
CFAP46	54777	44	44	-	-	-
CFAP47	286464	81	81	-	2	-
CFAP52	146845	4	4	-	-	609804
CFAP53	220136	21	21	1	2	614759
CFAP54	144535	2	2	-	-	-
CFAP57	149465	5	5	1	-	614259
CFAP58	159686	6	6	-	-	-
CFAP58-AS1	100505869	6	6	-	-	-
CFAP61	26074	7	7	-	-	-
CFAP69	79846	15	15	-	-	-
CFAP70	118491	7	7	-	-	-
CFAP99	402160	66	66	-	-	-
CFB	629	10	8	9	3	138470
CFC1	55997	18	17	5	4	605194
CFC1B	653275	4	4	-	-	-
CFD	1675	16	17	2	2	134350
CFDP1	10428	20	20	-	1	608108
CFH	3075	34	30	27	14	134370
CFHR1	3078	19	18	-	2	134371
CFHR2	3080	4	4	-	-	600889
CFHR3	10878	17	16	2	1	605336
CFHR4	10877	13	13	-	-	605337
CFHR5	81494	14	11	8	2	608593
CFI	3426	16	15	11	5	217030
CFL1	1072	1	1	-	-	601442
CFL2	1073	19	19	4	2	601443
CFLAR	8837	17	17	-	1	603599
CFLAR-AS1	65072	17	17	-	1	-
CFP	5199	82	82	5	5	300383
CFTR	1080	1334	1244	1323	361	602421
CGA	1081	9	9	-	-	118850
CGB	1082	3	3	-	-	118860
CGB1	114335	3	3	-	-	608823
CGB2	114336	3	3	-	-	608824
CGB5	93659	3	3	-	-	608825
CGB7	94027	2	2	-	-	608826
CGB8	94115	3	3	-	-	608827
CGGBP1	8545	7	7	-	-	603363
CGN	57530	2	2	-	-	609473
CGNL1	84952	4	4	-	1	607856
CGREF1	10669	9	9	-	-	606137
CGRRF1	10668	5	5	-	-	606138
CH17-340M24.3	158960	112	112	-	1	-
CH17-360D5.1	100996758	70	70	-	-	-
CH17-408M7.1	102724558	85	85	-	-	-
CH25H	9023	1	1	-	-	604551
CHAC1	79094	1	1	-	-	614587
CHAC2	494143	4	4	-	-	-
CHAD	1101	5	5	-	-	602178
CHADL	150356	7	7	-	-	616236
CHAF1A	10036	12	12	-	-	601246
CHAF1B	8208	41	41	1	2	601245
CHAMP1	283489	59	59	4	37	616327
CHAT	1103	58	58	34	12	118490
CHCHD1	118487	6	6	-	-	608842
CHCHD10	400916	47	48	4	3	615903
CHCHD2	51142	11	11	-	-	616244
CHCHD3	54927	16	16	-	1	613748
CHCHD4	131474	11	11	-	-	611077
CHCHD6	84303	7	7	-	1	615634
CHCHD7	79145	17	17	-	-	611238
CHD1	1105	12	12	-	-	602118
CHD1L	9557	147	147	-	-	613039
CHD2	1106	27	27	9	11	602119
CHD3	1107	8	8	-	-	602120
CHD4	1108	14	14	-	-	603277
CHD5	26038	30	30	-	1	610771
CHD6	84181	4	4	-	-	616114
CHD7	55636	203	195	185	59	608892
CHD8	57680	42	42	24	3	610528
CHD9	80205	6	6	-	-	-
CHDH	55349	3	3	-	-	-
CHEK1	1111	29	29	-	-	603078
CHEK2	11200	365	329	338	50	604373
CHERP	10523	6	6	-	-	-
CHFR	55743	14	14	-	-	605209
CHGA	1113	10	10	-	-	118910
CHGB	1114	16	16	-	-	118920
CHI3L1	1116	2	2	1	-	601525
CHI3L2	1117	4	4	-	-	601526
CHIA	27159	4	4	-	-	606080
CHIC1	53344	62	62	-	-	300922
CHIC2	26511	6	6	-	-	604332
CHID1	66005	10	10	-	-	615692
CHIT1	1118	5	5	4	-	600031
CHKA	1119	3	3	-	-	118491
CHKB	1120	62	62	8	5	612395
CHKB-AS1	100144603	54	54	-	-	-
CHKB-CPT1B	386593	62	62	-	5	-
CHL1	10752	61	61	-	-	607416
CHL1-AS1	101927193	51	51	-	-	-
CHM	1121	98	97	15	15	300390
CHML	1122	38	38	-	-	118825
CHMP1A	5119	31	31	6	2	164010
CHMP1B	57132	40	40	-	-	606486
CHMP2A	27243	8	8	-	-	610893
CHMP2B	25978	29	21	13	7	609512
CHMP3	51652	5	5	-	-	610052
CHMP4A	29082	11	11	-	-	610051
CHMP4B	128866	6	6	2	2	610897
CHMP4C	92421	18	18	-	-	610899
CHMP5	51510	34	34	-	-	610900
CHMP6	79643	7	7	-	-	610901
CHMP7	91782	42	42	-	-	611130
CHN1	1123	25	25	9	10	118423
CHN2	1124	8	8	-	-	602857
CHODL	140578	44	44	-	2	607247
CHODL-AS1	54075	42	42	-	-	-
CHORDC1	26973	5	5	-	-	604353
CHP2	63928	9	9	-	-	-
CHPF	79586	11	11	-	-	610405
CHPF2	54480	37	37	-	-	608037
CHPT1	56994	3	3	-	-	-
CHRAC1	54108	29	29	-	-	607268
CHRD	8646	21	21	-	-	603475
CHRDL1	91851	87	87	6	6	300350
CHRDL1	91851	87	87	6	6	309300
CHRDL2	25884	4	4	-	-	613127
CHRFAM7A	89832	57	57	-	14	609756
CHRM1	1128	3	3	-	-	118510
CHRM2	1129	16	16	-	-	118493
CHRM3	1131	38	38	1	6	118494
CHRM3-AS1	100873984	35	35	-	-	-
CHRM3-AS2	100506915	34	34	-	-	-
CHRM4	1132	5	5	-	-	118495
CHRM5	1133	7	7	-	-	118496
CHRNA1	1134	39	39	22	19	100690
CHRNA10	57053	5	5	-	-	606372
CHRNA2	1135	120	118	76	1	118502
CHRNA3	1136	9	8	2	-	118503
CHRNA4	1137	184	162	132	7	118504
CHRNA5	1138	9	8	2	-	118505
CHRNA6	8973	30	30	-	1	606888
CHRNA7	1139	132	132	-	17	118511
CHRNA9	55584	2	2	-	-	605116
CHRNB1	1140	21	21	10	4	100710
CHRNB2	1141	53	48	45	8	118507
CHRNB3	1142	30	30	-	-	118508
CHRNB4	1143	7	7	-	-	118509
CHRND	1144	44	44	26	11	100720
CHRNE	1145	45	45	33	24	100725
CHRNG	1146	36	33	18	10	100730
CHST1	8534	7	7	-	-	603797
CHST10	9486	10	10	-	-	606376
CHST11	50515	5	5	-	-	610128
CHST12	55501	22	22	-	-	610129
CHST13	166012	7	7	-	1	610124
CHST14	113189	13	14	12	10	608429
CHST15	51363	23	23	-	2	608277
CHST2	9435	11	11	-	-	603798
CHST3	9469	21	21	15	12	603799
CHST4	10164	15	15	-	-	-
CHST5	23563	19	19	-	-	604817
CHST6	4166	28	27	11	9	605294
CHST7	56548	84	84	-	-	300375
CHST8	64377	8	8	1	1	610190
CHST9	83539	18	18	-	-	610191
CHSY1	22856	46	46	7	6	608183
CHSY3	337876	8	8	-	-	609963
CHTF18	63922	20	20	-	-	613201
CHTF8	54921	12	12	-	-	613202
CHTOP	26097	3	3	-	-	614206
CHUK	1147	8	8	1	2	600664
CHURC1	91612	5	5	-	-	608577
CHURC1-FNTB	100529261	6	6	-	-	-
CIAO1	9391	21	21	-	-	604333
CIAPIN1	57019	4	4	-	-	608943
CIART	148523	3	3	-	-	615782
CIB1	10519	13	13	-	-	602293
CIB2	10518	13	13	6	4	605564
CIB3	117286	5	5	-	-	610645
CIB4	130106	9	9	-	-	610646
CIC	23152	34	34	-	-	612082
CIDEA	1149	39	39	-	-	604440
CIDEB	27141	11	11	-	-	604441
CIDEC	63924	32	32	6	2	612120
CIITA	4261	40	40	7	6	600005
CILP	8483	3	3	1	-	603489
CILP2	148113	4	4	-	-	612419
CINP	51550	25	25	-	-	613362
CIR1	9541	15	15	-	-	605228
CIRBP	1153	14	14	-	-	602649
CIRBP-AS1	148046	14	14	-	-	-
CIRH1A	84916	14	14	1	1	607456
CISD1	55847	6	6	-	-	611932
CISD2	493856	9	9	2	2	611507
CISD3	284106	3	3	-	-	611933
CISH	1154	5	3	3	-	602441
CISTR	102216268	3	3	-	-	-
CIT	11113	8	8	2	-	605629
CITED1	4435	62	62	-	-	300149
CITED2	10370	7	7	3	3	602937
CITED4	163732	8	8	-	-	606815
CIZ1	25792	20	20	1	-	611420
CKAP2	26586	30	30	-	-	611569
CKAP2L	150468	6	6	6	6	616174
CKAP4	10970	6	6	-	-	-
CKAP5	9793	7	7	-	1	611142
CKB	1152	29	29	-	-	123280
CKLF	51192	13	13	-	-	616074
CKLF-CMTM1	100529251	13	13	-	-	-
CKM	1158	2	2	-	-	123310
CKMT1A	548596	2	2	-	-	613415
CKMT1B	1159	6	6	-	1	123290
CKMT2	1160	1	1	-	-	123295
CKMT2-AS1	100131067	1	1	-	-	-
CKS1B	1163	3	3	-	-	116900
CKS2	1164	16	16	-	-	116901
CLASP1	23332	12	12	-	10	605852
CLASP2	23122	5	5	-	-	605853
CLASRP	11129	1	1	-	-	-
CLC	1178	2	2	-	-	153310
CLCA1	1179	4	4	-	-	603906
CLCA2	9635	4	4	-	-	604003
CLCA3P	9629	4	4	-	-	604337
CLCA4	22802	4	4	-	-	-
CLCC1	23155	10	10	-	-	-
CLCF1	23529	10	10	4	6	607672
CLCN1	1180	75	63	34	39	118425
CLCN2	1181	31	31	9	4	600570
CLCN3	1182	27	27	-	-	600580
CLCN4	1183	98	98	2	-	302910
CLCN5	1184	109	108	15	23	300008
CLCN6	1185	27	27	-	-	602726
CLCN7	1186	30	28	10	8	602727
CLCNKA	1187	26	26	2	2	602024
CLCNKB	1188	36	35	12	11	602023
CLDN1	9076	26	26	4	2	603718
CLDN10	9071	36	36	-	-	-
CLDN10-AS1	100874194	33	33	-	-	-
CLDN11	5010	14	14	-	-	601326
CLDN12	9069	7	7	-	-	611232
CLDN14	23562	63	63	19	8	605608
CLDN15	24146	8	8	-	-	615778
CLDN16	10686	39	39	17	17	603959
CLDN17	26285	35	35	-	-	-
CLDN18	51208	15	15	-	-	609210
CLDN19	149461	13	13	3	3	610036
CLDN2	9075	84	84	-	-	300520
CLDN20	49861	11	11	-	-	-
CLDN22	53842	54	54	-	-	-
CLDN23	137075	62	62	-	-	609203
CLDN24	100132463	54	54	-	-	-
CLDN25	644672	3	3	-	-	-
CLDN3	1365	66	66	-	-	602910
CLDN34	100288814	96	96	-	-	-
CLDN4	1364	66	66	-	-	602909
CLDN5	7122	168	168	-	-	602101
CLDN6	9074	10	10	-	-	615798
CLDN7	1366	12	12	-	-	609131
CLDN8	9073	37	37	-	-	611231
CLDN9	9080	10	10	-	-	615799
CLDND1	56650	5	5	-	-	-
CLDND2	125875	7	7	-	-	-
CLEC10A	10462	12	12	-	-	605999
CLEC11A	6320	5	5	-	-	604713
CLEC12A	160364	11	11	-	-	612088
CLEC12B	387837	11	11	-	-	-
CLEC14A	161198	18	18	-	-	-
CLEC16A	23274	6	6	-	-	611303
CLEC17A	388512	8	8	-	-	-
CLEC18A	348174	14	14	-	-	616571
CLEC18B	497190	16	16	-	-	616572
CLEC18C	283971	15	15	-	-	616573
CLEC19A	728276	3	3	-	-	-
CLEC1A	51267	11	11	-	-	606782
CLEC1B	51266	11	11	-	-	606783
CLEC2A	387836	11	11	-	-	612087
CLEC2B	9976	11	11	-	-	603242
CLEC2D	29121	11	11	-	-	605659
CLEC2L	154790	21	21	-	-	-
CLEC3A	10143	25	25	-	-	613588
CLEC4A	50856	13	13	-	-	605306
CLEC4C	170482	14	14	-	-	606677
CLEC4D	338339	12	12	-	-	609964
CLEC4E	26253	12	12	-	-	609962
CLEC4F	165530	4	4	-	-	-
CLEC4G	339390	5	5	-	-	616256
CLEC4M	10332	5	5	-	-	605872
CLEC5A	23601	21	21	-	-	604987
CLEC6A	93978	12	12	-	-	613579
CLEC7A	64581	13	12	2	1	606264
CLEC9A	283420	11	11	-	-	612252
CLECL1	160365	11	11	-	-	607467
CLGN	1047	9	9	-	-	601858
CLHC1	130162	5	5	1	1	-
CLIC1	1192	1	1	-	-	602872
CLIC2	1193	123	123	3	2	300138
CLIC3	9022	32	32	-	-	606533
CLIC4	25932	1	1	-	-	606536
CLIC5	53405	7	7	1	1	607293
CLIC6	54102	36	36	-	1	615321
CLINT1	9685	5	5	-	-	607265
CLIP1	6249	13	13	1	-	179838
CLIP1-AS1	100507066	12	12	-	-	-
CLIP2	7461	71	71	-	1	603432
CLIP3	25999	3	3	-	-	607382
CLIP4	79745	8	8	-	-	-
CLK1	1195	18	18	-	-	601951
CLK2	1196	5	5	-	-	602989
CLK3	1198	10	10	-	-	602990
CLK4	57396	14	14	-	-	607969
CLLU1	574028	4	4	-	-	-
CLLU1OS	574016	4	4	-	-	-
CLMN	79789	11	11	-	1	611121
CLMP	79827	27	27	4	4	611693
CLN3	1201	152	145	80	64	607042
CLN5	1203	123	117	76	39	608102
CLN6	54982	83	74	74	22	606725
CLN8	2055	130	127	53	28	607837
CLNK	116449	29	29	-	1	611434
CLNS1A	1207	3	3	-	-	602158
CLOCK	9575	6	6	-	-	601851
CLP1	10978	3	3	1	1	608757
CLPB	81570	14	14	10	10	616254
CLPP	8192	9	9	3	3	601119
CLPS	1208	1	1	-	-	120105
CLPSL1	340204	1	1	-	-	-
CLPSL2	389383	1	1	-	-	-
CLPTM1	1209	1	1	-	1	604783
CLPTM1L	81037	69	69	-	-	612585
CLPX	10845	2	2	-	-	615611
CLRN1	7401	29	27	24	15	606397
CLRN2	645104	15	15	-	-	-
CLRN3	119467	36	36	-	-	-
CLSPN	63967	2	2	-	-	605434
CLSTN1	22883	21	21	-	-	611321
CLSTN2	64084	18	18	-	2	611323
CLSTN2-AS1	101927808	14	14	-	-	-
CLSTN3	9746	15	15	-	-	611324
CLTA	1211	33	33	-	-	118960
CLTB	1212	23	23	-	-	118970
CLTC	1213	5	5	-	1	118955
CLTCL1	8218	172	172	-	1	601273
CLU	1191	42	42	-	-	185430
CLUAP1	23059	11	11	-	-	-
CLUH	23277	27	27	-	-	616184
CLUHP3	100132341	2	2	-	-	-
CLUL1	27098	70	70	-	-	-
CLVS1	157807	18	18	-	1	611292
CLVS2	134829	7	7	-	-	-
CLYBL	171425	35	35	-	1	609686
CLYBL-AS1	101927465	35	35	-	-	-
CLYBL-AS2	100874063	35	35	-	-	-
CMA1	1215	11	11	-	-	118938
CMAHP	8418	5	5	-	-	603209
CMAS	55907	13	13	-	-	603316
CMBL	134147	47	47	-	-	613379
CMC1	152100	6	6	-	-	615166
CMC2	56942	23	23	-	-	-
CMC4	100272147	118	118	-	-	-
CMIP	80790	21	21	-	-	610112
CMKLR1	1240	5	5	-	-	602351
CMPK1	51727	1	1	-	-	191710
CMPK2	129607	15	15	-	-	611787
CMSS1	84319	8	8	-	-	-
CMTM1	113540	13	13	-	-	607884
CMTM2	146225	13	13	-	-	607885
CMTM3	123920	13	13	-	-	607886
CMTM4	146223	14	14	-	1	607887
CMTM5	116173	11	11	-	-	607888
CMTM6	54918	4	4	-	-	607889
CMTM7	112616	4	4	-	-	607890
CMTM8	152189	4	4	-	1	607891
CMTR1	23070	1	1	-	-	616189
CMTR2	55783	15	15	-	-	616190
CMYA5	202333	2	2	-	-	612193
CNBD1	168975	21	21	-	1	-
CNBD2	140894	6	6	-	-	-
CNBP	7555	6	6	1	1	116955
CNDP1	84735	67	67	-	-	609064
CNDP2	55748	67	67	-	-	169800
CNEP1R1	255919	11	11	-	-	-
CNFN	84518	3	3	-	-	611764
CNGA1	1259	17	17	9	8	123825
CNGA2	1260	98	98	-	-	300338
CNGA3	1261	23	22	17	13	600053
CNGA4	1262	5	5	-	-	609472
CNGB1	1258	44	42	34	7	600724
CNGB3	54714	46	43	25	15	605080
CNIH1	10175	5	5	-	-	611287
CNIH2	254263	2	2	-	-	611288
CNIH3	149111	18	18	-	-	-
CNIH4	29097	17	17	-	-	-
CNKSR1	10256	1	1	-	-	603272
CNKSR2	22866	87	87	5	-	300724
CNKSR3	154043	11	11	-	-	-
CNN1	1264	8	8	-	-	600806
CNN2	1265	13	13	-	-	602373
CNN3	1266	2	2	-	-	602374
CNNM1	26507	5	5	-	-	607802
CNNM2	54805	12	12	5	5	607803
CNNM3	26505	21	21	-	-	607804
CNNM4	26504	32	32	11	8	607805
CNOT1	23019	6	6	-	-	604917
CNOT10	25904	4	4	-	-	-
CNOT11	55571	11	11	-	-	-
CNOT2	4848	9	9	-	1	604909
CNOT3	4849	9	9	-	-	604910
CNOT4	4850	16	16	-	1	604911
CNOT6	57472	13	13	-	-	608951
